gestational day,q0.01,q0.02,q0.03,q0.04,q0.05,q0.06,q0.07,q0.08,q0.09,q0.1,q0.11,q0.12,q0.13,q0.14,q0.15,q0.16,q0.17,q0.18,q0.19,q0.2,q0.21,q0.22,q0.23,q0.24,q0.25,q0.26,q0.27,q0.28,q0.29,q0.3,q0.31,q0.32,q0.33,q0.34,q0.35,q0.36,q0.37,q0.38,q0.39,q0.4,q0.41,q0.42,q0.43,q0.44,q0.45,q0.46,q0.47,q0.48,q0.49,q0.5,q0.51,q0.52,q0.53,q0.54,q0.55,q0.56,q0.57,q0.58,q0.59,q0.6,q0.61,q0.62,q0.63,q0.64,q0.65,q0.66,q0.67,q0.68,q0.69,q0.7,q0.71,q0.72,q0.73,q0.74,q0.75,q0.76,q0.77,q0.78,q0.79,q0.8,q0.81,q0.82,q0.83,q0.84,q0.85,q0.86,q0.87,q0.88,q0.89,q0.9,q0.91,q0.92,q0.93,q0.94,q0.95,q0.96,q0.97,q0.98,q0.99
36.28571429,1753.37,1831.28,1884.49,1930.3,1971.12,2007.5,2040.54,2069.03,2093.98,2116.02,2135.51,2153.37,2170.08,2185.68,2200.26,2213.75,2226.09,2237.58,2248.68,2259.61,2270.33,2280.75,2290.86,2300.76,2310.48,2320.01,2329.26,2338.18,2346.75,2355.01,2363,2370.77,2378.36,2385.84,2393.25,2400.65,2408.09,2415.57,2423.08,2430.63,2438.19,2445.77,2453.38,2461.06,2468.82,2476.66,2484.56,2492.45,2500.27,2508.11,2515.98,2523.83,2531.65,2539.45,2547.26,2554.98,2562.69,2570.38,2578.07,2585.71,2593.27,2600.81,2608.38,2616.04,2623.85,2631.84,2640.03,2648.38,2656.89,2665.5,2674.21,2682.97,2691.78,2700.6,2709.39,2718.2,2727.19,2736.61,2746.59,2757.16,2768.14,2779.25,2790.36,2801.65,2813.65,2826.82,2841.13,2856.14,2871.57,2887.51,2904.7,2924.9,2947.96,2974.24,3006.23,3041.14,3082.38,3142.02,3260.35
36.42857143,1775.86,1854.76,1908.25,1954.2,1995.01,2031.23,2064.44,2093.13,2118.11,2140.2,2159.81,2177.75,2194.51,2210.13,2224.71,2238.2,2250.58,2262.14,2273.34,2284.41,2295.29,2305.86,2316.12,2326.16,2336.03,2345.7,2355.06,2364.06,2372.7,2380.99,2389,2396.77,2404.36,2411.82,2419.24,2426.66,2434.12,2441.64,2449.22,2456.82,2464.44,2472.07,2479.74,2487.46,2495.26,2503.15,2511.09,2519.03,2526.91,2534.81,2542.73,2550.64,2558.52,2566.38,2574.25,2582.05,2589.82,2597.58,2605.35,2613.05,2620.68,2628.28,2635.92,2643.65,2651.53,2659.6,2667.87,2676.34,2684.96,2693.72,2702.58,2711.5,2720.48,2729.47,2738.42,2747.37,2756.48,2765.98,2776.01,2786.58,2797.51,2808.56,2819.62,2830.9,2842.91,2856.09,2870.36,2885.29,2900.64,2916.52,2933.6,2953.54,2976.41,3002.82,3035.23,3070.41,3111.26,3170.08,3290.36
36.57142857,1798.58,1878.56,1932.39,1978.44,2019.19,2055.21,2088.52,2117.35,2142.35,2164.49,2184.2,2202.22,2219.01,2234.64,2249.22,2262.72,2275.14,2286.79,2298.1,2309.32,2320.36,2331.09,2341.5,2351.68,2361.68,2371.47,2380.93,2390,2398.68,2407.01,2415.03,2422.79,2430.37,2437.83,2445.24,2452.67,2460.17,2467.73,2475.36,2483.03,2490.7,2498.39,2506.1,2513.86,2521.7,2529.62,2537.6,2545.59,2553.52,2561.47,2569.44,2577.4,2585.34,2593.25,2601.18,2609.04,2616.88,2624.7,2632.54,2640.3,2647.99,2655.66,2663.36,2671.16,2679.1,2687.24,2695.6,2704.16,2712.91,2721.8,2730.8,2739.89,2749.03,2758.19,2767.31,2776.41,2785.66,2795.25,2805.33,2815.9,2826.79,2837.79,2848.81,2860.1,2872.14,2885.34,2899.6,2914.45,2929.74,2945.6,2962.63,2982.32,3005,3031.53,3064.39,3099.98,3140.54,3198.6,3320.98
36.71428571,1821.51,1902.69,1956.89,2003.01,2043.65,2079.42,2112.78,2141.7,2166.68,2188.85,2208.67,2226.76,2243.57,2259.21,2273.78,2287.29,2299.76,2311.5,2322.95,2334.34,2345.56,2356.44,2366.99,2377.3,2387.42,2397.32,2406.86,2415.99,2424.71,2433.05,2441.07,2448.83,2456.4,2463.85,2471.26,2478.7,2486.22,2493.83,2501.52,2509.23,2516.96,2524.7,2532.45,2540.26,2548.13,2556.09,2564.1,2572.12,2580.1,2588.09,2596.11,2604.11,2612.1,2620.06,2628.04,2635.95,2643.85,2651.74,2659.64,2667.46,2675.2,2682.93,2690.69,2698.54,2706.55,2714.76,2723.19,2731.84,2740.69,2749.7,2758.84,2768.09,2777.4,2786.73,2796.03,2805.31,2814.71,2824.41,2834.55,2845.12,2855.97,2866.92,2877.93,2889.24,2901.33,2914.58,2928.83,2943.63,2958.89,2974.78,2991.82,3011.31,3033.79,3060.43,3093.74,3129.9,3170.31,3227.71,3352.33
36.85714286,1844.65,1927.14,1981.77,2027.91,2068.39,2103.86,2137.19,2166.14,2191.08,2213.27,2233.18,2251.34,2268.18,2283.82,2298.37,2311.89,2324.43,2336.28,2347.88,2359.45,2370.86,2381.91,2392.6,2403.02,2413.25,2423.24,2432.85,2442.02,2450.76,2459.1,2467.13,2474.88,2482.43,2489.87,2497.28,2504.73,2512.28,2519.93,2527.66,2535.44,2543.22,2551,2558.8,2566.64,2574.55,2582.53,2590.57,2598.62,2606.63,2614.66,2622.71,2630.75,2638.78,2646.79,2654.81,2662.78,2670.72,2678.67,2686.62,2694.49,2702.29,2710.07,2717.88,2725.79,2733.85,2742.12,2750.62,2759.35,2768.3,2777.42,2786.69,2796.08,2805.55,2815.06,2824.55,2834.03,2843.6,2853.42,2863.63,2874.21,2885.03,2895.94,2906.95,2918.31,2930.48,2943.8,2958.06,2972.83,2988.09,3004.07,3021.21,3040.53,3062.83,3089.57,3123.35,3160.26,3200.66,3257.54,3384.55
37,1868.01,1951.89,2007.02,2053.13,2093.4,2128.52,2161.74,2190.65,2215.52,2237.72,2257.73,2275.95,2292.81,2308.45,2322.98,2336.52,2349.13,2361.11,2372.89,2384.67,2396.29,2407.5,2418.32,2428.85,2439.16,2449.22,2458.88,2468.07,2476.82,2485.16,2493.18,2500.92,2508.46,2515.88,2523.29,2530.75,2538.33,2546.02,2553.8,2561.62,2569.46,2577.29,2585.13,2593.01,2600.95,2608.95,2617.01,2625.08,2633.11,2641.17,2649.25,2657.32,2665.39,2673.43,2681.49,2689.5,2697.49,2705.48,2713.49,2721.4,2729.24,2737.06,2744.92,2752.88,2760.99,2769.31,2777.87,2786.67,2795.7,2804.92,2814.31,2823.84,2833.46,2843.15,2852.84,2862.54,2872.3,2882.27,2892.55,2903.15,2913.94,2924.82,2935.86,2947.3,2959.59,2972.99,2987.29,3002.07,3017.36,3033.5,3050.83,3070.06,3092.18,3119.01,3153.27,3191.12,3231.7,3288.22,3417.79
37.14285714,1891.56,1976.95,2032.63,2078.66,2118.66,2153.39,2186.42,2215.22,2239.98,2262.19,2282.29,2300.58,2317.45,2333.08,2347.6,2361.16,2373.86,2385.99,2397.97,2409.98,2421.82,2433.21,2444.15,2454.77,2465.15,2475.25,2484.94,2494.15,2502.88,2511.22,2519.21,2526.94,2534.46,2541.88,2549.28,2556.76,2564.36,2572.09,2579.91,2587.79,2595.67,2603.55,2611.44,2619.35,2627.31,2635.33,2643.4,2651.48,2659.53,2667.61,2675.71,2683.81,2691.9,2699.97,2708.06,2716.1,2724.13,2732.17,2740.22,2748.16,2756.04,2763.9,2771.81,2779.8,2787.95,2796.31,2804.92,2813.78,2822.88,2832.19,2841.68,2851.33,2861.1,2870.96,2880.87,2890.81,2900.79,2910.91,2921.28,2931.9,2942.68,2953.56,2964.64,2976.2,2988.64,3002.16,3016.52,3031.34,3046.72,3063.1,3080.74,3099.93,3121.9,3148.81,3183.55,3222.57,3263.55,3319.88,3452.21
37.28571429,1915.32,2002.31,2058.6,2104.51,2144.17,2178.45,2211.2,2239.81,2264.45,2286.66,2306.84,2325.18,2342.08,2357.7,2372.21,2385.79,2398.59,2410.91,2423.12,2435.39,2447.46,2459.03,2470.09,2480.78,2491.21,2501.34,2511.03,2520.22,2528.94,2537.25,2545.22,2552.93,2560.44,2567.84,2575.25,2582.74,2590.37,2598.13,2606,2613.92,2621.86,2629.78,2637.71,2645.65,2653.63,2661.67,2669.74,2677.82,2685.87,2693.97,2702.08,2710.2,2718.31,2726.4,2734.51,2742.58,2750.64,2758.71,2766.8,2774.77,2782.67,2790.57,2798.51,2806.54,2814.72,2823.11,2831.76,2840.66,2849.81,2859.18,2868.76,2878.52,2888.44,2898.47,2908.6,2918.81,2929.03,2939.33,2949.8,2960.45,2971.23,2982.12,2993.28,3005.01,3017.63,3031.3,3045.76,3060.66,3076.18,3092.88,3110.96,3130.2,3152.05,3179.03,3214.27,3254.69,3296.29,3352.69,3487.97
37.42857143,1939.27,2027.96,2084.94,2130.66,2169.91,2203.69,2236.07,2264.42,2288.89,2311.1,2331.35,2349.77,2366.68,2382.29,2396.79,2410.41,2423.34,2435.86,2448.33,2460.89,2473.22,2484.97,2496.13,2506.88,2517.34,2527.46,2537.14,2546.3,2554.98,2563.25,2571.2,2578.88,2586.37,2593.77,2601.19,2608.69,2616.35,2624.14,2632.05,2640.02,2648,2655.98,2663.94,2671.91,2679.92,2687.95,2696.02,2704.1,2712.14,2720.24,2728.37,2736.49,2744.61,2752.72,2760.84,2768.92,2777.01,2785.1,2793.22,2801.2,2809.13,2817.06,2825.02,2833.07,2841.28,2849.7,2858.36,2867.29,2876.47,2885.89,2895.54,2905.39,2915.44,2925.65,2936.02,2946.51,2957.01,2967.51,2978.08,2988.78,2999.56,3010.5,3021.77,3033.7,3046.56,3060.42,3075.01,3090.04,3105.76,3122.89,3141.53,3160.92,3182.69,3209.72,3245.48,3287.56,3330.04,3386.75,3525.2
37.57142857,1963.42,2053.9,2111.63,2157.13,2195.9,2229.12,2261.03,2289.03,2313.32,2335.52,2355.85,2374.32,2391.25,2406.86,2421.35,2435.02,2448.08,2460.84,2473.61,2486.48,2499.08,2511.02,2522.29,2533.08,2543.54,2553.64,2563.27,2572.37,2581,2589.23,2597.14,2604.79,2612.27,2619.67,2627.1,2634.62,2642.3,2650.12,2658.07,2666.08,2674.11,2682.13,2690.14,2698.14,2706.16,2714.2,2722.25,2730.31,2738.34,2746.44,2754.56,2762.68,2770.8,2778.91,2787.04,2795.14,2803.24,2811.35,2819.48,2827.48,2835.42,2843.36,2851.34,2859.41,2867.63,2876.06,2884.73,2893.67,2902.87,2912.32,2922.02,2931.95,2942.12,2952.5,2963.12,2973.93,2984.73,2995.44,3006.13,3016.88,3027.7,3038.69,3050.11,3062.3,3075.43,3089.51,3104.28,3119.49,3135.46,3153.11,3172.47,3192.1,3213.82,3240.89,3277.17,3321.17,3364.81,3422.09,3563.93
37.71428571,1987.77,2080.14,2138.7,2183.9,2222.12,2254.74,2286.09,2313.66,2337.73,2359.92,2380.31,2398.86,2415.81,2431.41,2445.9,2459.62,2472.84,2485.86,2498.96,2512.17,2525.07,2537.2,2548.56,2559.38,2569.81,2579.86,2589.42,2598.46,2607.02,2615.19,2623.05,2630.68,2638.15,2645.55,2652.98,2660.52,2668.23,2676.08,2684.06,2692.11,2700.19,2708.25,2716.3,2724.34,2732.36,2740.4,2748.44,2756.47,2764.47,2772.55,2780.67,2788.78,2796.9,2805.01,2813.13,2821.23,2829.33,2837.45,2845.6,2853.59,2861.54,2869.49,2877.48,2885.57,2893.79,2902.22,2910.89,2919.82,2929.02,2938.48,2948.2,2958.2,2968.48,2979.03,2989.92,3001.07,3012.19,3023.13,3033.97,3044.78,3055.63,3066.71,3078.32,3090.8,3104.25,3118.58,3133.57,3149,3165.29,3183.57,3203.78,3223.74,3245.44,3272.55,3309.36,3355.54,3400.59,3458.7,3604.15
37.85714286,2012.33,2106.68,2166.14,2211,2248.6,2280.56,2311.25,2338.31,2362.14,2384.3,2404.77,2423.38,2440.35,2455.94,2470.43,2484.21,2497.62,2510.93,2524.38,2537.97,2551.17,2563.5,2574.95,2585.78,2596.17,2606.14,2615.61,2624.55,2633.03,2641.13,2648.95,2656.54,2664,2671.4,2678.85,2686.41,2694.14,2702.03,2710.04,2718.13,2726.24,2734.36,2742.44,2750.51,2758.55,2766.57,2774.58,2782.58,2790.54,2798.61,2806.7,2814.8,2822.9,2831,2839.11,2847.2,2855.3,2863.42,2871.57,2879.56,2887.51,2895.46,2903.46,2911.54,2919.77,2928.18,2936.83,2945.74,2954.92,2964.37,2974.11,2984.15,2994.53,3005.26,3016.42,3027.93,3039.41,3050.6,3061.59,3072.48,3083.38,3094.56,3106.39,3119.21,3133.03,3147.64,3162.88,3178.58,3195.26,3214.25,3235.46,3255.85,3277.56,3304.7,3342.05,3390.67,3437.39,3496.57,3645.85
38,2037.09,2133.52,2193.95,2238.41,2275.33,2306.57,2336.52,2362.98,2386.54,2408.68,2429.21,2447.89,2464.89,2480.47,2494.96,2508.82,2522.42,2536.05,2549.88,2563.87,2577.41,2589.93,2601.46,2612.29,2622.61,2632.48,2641.84,2650.67,2659.05,2667.07,2674.83,2682.39,2689.83,2697.24,2704.71,2712.3,2720.05,2727.96,2736,2744.13,2752.28,2760.44,2768.57,2776.66,2784.71,2792.72,2800.69,2808.64,2816.56,2824.6,2832.67,2840.75,2848.82,2856.9,2864.99,2873.07,2881.16,2889.27,2897.42,2905.4,2913.33,2921.28,2929.27,2937.35,2945.56,2953.96,2962.58,2971.45,2980.59,2990.01,2999.75,3009.83,3020.29,3031.19,3042.64,3054.54,3066.4,3077.86,3089.01,3099.98,3110.96,3122.26,3134.34,3147.55,3161.77,3176.7,3192.23,3208.25,3225.37,3245.17,3267.5,3288.41,3310.18,3337.33,3375.23,3426.54,3475.18,3535.71,3689.04
38.14285714,2062.08,2160.68,2222.15,2266.15,2302.31,2332.79,2361.9,2387.69,2410.96,2433.07,2453.66,2472.4,2489.43,2505,2519.5,2533.43,2547.25,2561.22,2575.48,2589.89,2603.77,2616.51,2628.11,2638.91,2649.15,2658.89,2668.11,2676.81,2685.08,2693.01,2700.71,2708.23,2715.66,2723.08,2730.56,2738.18,2745.96,2753.9,2761.96,2770.12,2778.32,2786.52,2794.69,2802.81,2810.86,2818.85,2826.78,2834.68,2842.54,2850.54,2858.58,2866.62,2874.67,2882.72,2890.78,2898.84,2906.91,2915.01,2923.14,2931.1,2939.02,2946.95,2954.93,2963,2971.19,2979.56,2988.14,2996.96,3006.04,3015.42,3025.13,3035.23,3045.77,3056.85,3068.59,3080.91,3093.16,3104.92,3116.24,3127.31,3138.37,3149.81,3162.18,3175.81,3190.48,3205.77,3221.62,3238.01,3255.62,3276.32,3299.92,3321.44,3343.29,3370.44,3408.9,3463.16,3513.98,3576.09,3733.7
38.28571429,2087.28,2188.15,2250.73,2294.23,2329.56,2359.22,2387.4,2412.44,2435.38,2457.46,2478.11,2496.92,2513.97,2529.54,2544.04,2558.07,2572.12,2586.46,2601.16,2616.02,2630.27,2643.22,2654.89,2665.65,2675.78,2685.38,2694.44,2702.99,2711.12,2718.96,2726.58,2734.07,2741.49,2748.92,2756.43,2764.07,2771.88,2779.84,2787.93,2796.11,2804.35,2812.6,2820.81,2828.95,2837,2844.97,2852.85,2860.69,2868.48,2876.44,2884.45,2892.45,2900.45,2908.46,2916.49,2924.52,2932.57,2940.64,2948.76,2956.69,2964.58,2972.49,2980.46,2988.5,2996.67,3005,3013.52,3022.27,3031.29,3040.6,3050.27,3060.38,3070.99,3082.24,3094.29,3107.04,3119.73,3131.79,3143.3,3154.47,3165.62,3177.24,3189.92,3204.02,3219.17,3234.86,3251.06,3267.86,3286.02,3307.72,3332.71,3354.93,3376.9,3404.04,3443.07,3500.52,3553.78,3617.71,3779.82
38.42857143,2112.71,2215.95,2279.7,2322.63,2357.07,2385.86,2413.02,2437.24,2459.83,2481.87,2502.57,2521.45,2538.53,2554.09,2568.61,2582.73,2597.03,2611.77,2626.94,2642.29,2656.92,2670.08,2681.82,2692.52,2702.52,2711.95,2720.83,2729.21,2737.2,2744.93,2752.47,2759.92,2767.33,2774.78,2782.31,2789.98,2797.81,2805.79,2813.9,2822.11,2830.39,2838.68,2846.93,2855.1,2863.15,2871.09,2878.92,2886.68,2894.4,2902.31,2910.27,2918.22,2926.18,2934.15,2942.13,2950.12,2958.14,2966.19,2974.27,2982.17,2990.03,2997.92,3005.86,3013.87,3022.01,3030.29,3038.74,3047.41,3056.34,3065.57,3075.19,3085.29,3095.96,3107.38,3119.75,3132.96,3146.1,3158.49,3170.19,3181.48,3192.74,3204.54,3217.57,3232.18,3247.86,3263.96,3280.56,3297.81,3316.58,3339.37,3365.88,3388.88,3411,3438.12,3477.74,3538.62,3594.56,3660.57,3827.39
38.57142857,2138.37,2244.07,2309.06,2351.38,2384.85,2412.73,2438.77,2462.1,2484.31,2506.3,2527.06,2546.01,2563.12,2578.67,2593.2,2607.43,2621.99,2637.16,2652.83,2668.68,2683.72,2697.1,2708.89,2719.53,2729.38,2738.61,2747.28,2755.47,2763.31,2770.92,2778.38,2785.79,2793.19,2800.65,2808.21,2815.91,2823.77,2831.77,2839.9,2848.14,2856.45,2864.78,2873.08,2881.27,2889.32,2897.22,2904.99,2912.67,2920.31,2928.16,2936.06,2943.96,2951.87,2959.78,2967.72,2975.66,2983.64,2991.65,2999.7,3007.55,3015.37,3023.23,3031.14,3039.12,3047.21,3055.44,3063.82,3072.39,3081.21,3090.35,3099.89,3109.97,3120.7,3132.28,3144.99,3158.68,3172.29,3185.02,3196.94,3208.35,3219.73,3231.74,3245.14,3260.3,3276.54,3293.1,3310.12,3327.87,3347.3,3371.26,3399.43,3423.3,3445.59,3472.69,3512.9,3577.46,3636.33,3704.65,3876.42
38.71428571,2164.27,2272.52,2338.83,2380.47,2412.91,2439.81,2464.66,2487.02,2508.82,2530.77,2551.57,2570.6,2587.74,2603.28,2617.83,2632.17,2647.02,2662.63,2678.83,2695.22,2710.67,2724.28,2736.11,2746.67,2756.35,2765.37,2773.82,2781.8,2789.47,2796.94,2804.32,2811.69,2819.08,2826.55,2834.14,2841.88,2849.76,2857.78,2865.93,2874.19,2882.54,2890.91,2899.25,2907.46,2915.5,2923.37,2931.07,2938.67,2946.21,2953.99,2961.83,2969.67,2977.52,2985.38,2993.26,3001.15,3009.08,3017.04,3025.06,3032.86,3040.64,3048.45,3056.32,3064.27,3072.31,3080.46,3088.75,3097.22,3105.92,3114.94,3124.41,3134.45,3145.22,3156.97,3170.03,3184.21,3198.32,3211.42,3223.55,3235.09,3246.61,3258.85,3272.65,3288.4,3305.24,3322.28,3339.76,3358.04,3378.19,3403.42,3433.35,3458.18,3480.68,3507.74,3548.55,3617.04,3679.07,3749.94,3926.88
38.85714286,2190.41,2301.31,2368.99,2409.91,2441.26,2467.13,2490.7,2512.01,2533.39,2555.28,2576.13,2595.23,2612.4,2627.94,2642.5,2656.96,2672.11,2688.19,2704.96,2721.9,2737.78,2751.62,2763.5,2773.96,2783.45,2792.23,2800.44,2808.2,2815.68,2823.02,2830.3,2837.62,2845,2852.5,2860.11,2867.89,2875.79,2883.83,2891.99,2900.28,2908.66,2917.08,2925.45,2933.69,2941.72,2949.54,2957.17,2964.67,2972.11,2979.83,2987.6,2995.37,3003.15,3010.95,3018.76,3026.6,3034.47,3042.38,3050.35,3058.09,3065.82,3073.59,3081.42,3089.32,3097.3,3105.38,3113.57,3121.91,3130.48,3139.38,3148.74,3158.73,3169.55,3181.46,3194.87,3209.57,3224.21,3237.68,3250.04,3261.73,3273.39,3285.87,3300.11,3316.49,3333.97,3351.52,3369.49,3388.34,3409.26,3435.83,3467.66,3493.52,3516.26,3543.27,3584.7,3657.34,3722.78,3796.43,3978.76
39,2216.8,2330.44,2399.56,2439.71,2469.88,2494.68,2516.89,2537.08,2558.01,2579.85,2600.74,2619.91,2637.12,2652.64,2667.23,2681.82,2697.28,2713.86,2731.21,2748.73,2765.07,2779.14,2791.06,2801.41,2810.69,2819.21,2827.15,2834.67,2841.96,2849.14,2856.33,2863.6,2870.97,2878.49,2886.14,2893.95,2901.88,2909.94,2918.11,2926.41,2934.83,2943.29,2951.71,2959.97,2967.99,2975.76,2983.31,2990.71,2998.03,3005.67,3013.37,3021.07,3028.77,3036.5,3044.24,3052.01,3059.82,3067.68,3075.59,3083.28,3090.94,3098.66,3106.44,3114.28,3122.21,3130.2,3138.28,3146.49,3154.91,3163.66,3172.91,3182.85,3193.69,3205.77,3219.55,3234.79,3249.97,3263.83,3276.44,3288.27,3300.09,3312.83,3327.54,3344.57,3362.72,3380.82,3399.3,3418.78,3440.51,3468.51,3502.36,3529.33,3552.33,3579.28,3621.33,3698.37,3767.45,3844.1,4032.06
39.14285714,2243.44,2359.91,2430.54,2469.86,2498.8,2522.48,2543.24,2562.25,2582.7,2604.48,2625.41,2644.66,2661.9,2677.41,2692.02,2706.75,2722.54,2739.63,2757.59,2775.72,2792.53,2806.84,2818.79,2829.02,2838.07,2846.31,2853.97,2861.23,2868.31,2875.34,2882.41,2889.63,2897,2904.54,2912.23,2920.08,2928.04,2936.1,2944.29,2952.61,2961.05,2969.56,2978.02,2986.3,2994.31,3002.03,3009.49,3016.78,3023.98,3031.53,3039.16,3046.78,3054.4,3062.04,3069.71,3077.41,3085.15,3092.95,3100.8,3108.42,3116.02,3123.68,3131.4,3139.19,3147.04,3154.94,3162.91,3170.97,3179.23,3187.82,3196.95,3206.81,3217.68,3229.92,3244.07,3259.88,3275.62,3289.89,3302.74,3314.73,3326.72,3339.75,3354.94,3372.67,3391.53,3410.19,3429.23,3449.36,3471.95,3501.45,3537.43,3565.6,3588.88,3615.77,3658.46,3740.11,3813.07,3892.96,4086.75
39.28571429,2270.35,2389.74,2461.94,2500.37,2528.02,2550.53,2569.76,2587.52,2607.47,2629.18,2650.15,2669.47,2686.75,2702.26,2716.88,2731.76,2747.89,2765.53,2784.13,2802.88,2820.17,2834.73,2846.7,2856.79,2865.6,2873.54,2880.9,2887.89,2894.74,2901.61,2908.57,2915.74,2923.09,2930.66,2938.39,2946.28,2954.27,2962.35,2970.54,2978.87,2987.35,2995.9,3004.4,3012.7,3020.69,3028.36,3035.73,3042.9,3049.97,3057.44,3064.98,3072.5,3080.04,3087.6,3095.19,3102.81,3110.48,3118.21,3125.99,3133.53,3141.07,3148.66,3156.32,3164.05,3171.82,3179.63,3187.46,3195.37,3203.45,3211.87,3220.86,3230.64,3241.52,3253.94,3268.47,3284.85,3301.18,3315.87,3328.99,3341.14,3353.31,3366.63,3382.33,3400.79,3420.39,3439.65,3459.27,3480.08,3503.59,3534.68,3572.9,3602.33,3625.93,3652.74,3696.08,3782.57,3859.62,3942.96,4142.82
39.42857143,2297.52,2419.92,2493.76,2531.26,2557.55,2578.83,2596.45,2612.9,2632.33,2653.98,2674.98,2694.37,2711.68,2727.18,2741.84,2756.86,2773.36,2791.55,2810.81,2830.22,2848,2862.82,2874.8,2884.75,2893.3,2900.92,2907.95,2914.66,2921.28,2927.96,2934.81,2941.92,2949.27,2956.87,2964.64,2972.57,2980.58,2988.67,2996.87,3005.22,3013.73,3022.32,3030.86,3039.18,3047.15,3054.76,3062.03,3069.08,3076.02,3083.38,3090.83,3098.27,3105.71,3113.18,3120.68,3128.22,3135.81,3143.46,3151.18,3158.64,3166.1,3173.63,3181.22,3188.87,3196.57,3204.26,3211.96,3219.7,3227.59,3235.84,3244.67,3254.36,3265.25,3277.83,3292.75,3309.73,3326.67,3341.8,3355.18,3367.51,3379.86,3393.49,3409.74,3428.96,3449.33,3469.21,3489.43,3510.97,3535.44,3568.18,3608.75,3639.52,3663.46,3690.19,3734.18,3825.73,3907.1,3994.11,4200.26
39.57142857,2324.97,2450.47,2526,2562.52,2587.38,2607.39,2623.33,2638.41,2657.29,2678.86,2699.9,2719.37,2736.72,2752.2,2766.89,2782.06,2798.93,2817.71,2837.65,2857.74,2876.04,2891.1,2903.11,2912.89,2921.16,2928.45,2935.14,2941.54,2947.92,2954.42,2961.15,2968.2,2975.55,2983.17,2990.99,2998.95,3006.99,3015.09,3023.3,3031.66,3040.2,3048.83,3057.41,3065.75,3073.7,3081.25,3088.41,3095.33,3102.13,3109.39,3116.75,3124.08,3131.43,3138.8,3146.21,3153.66,3161.16,3168.73,3176.38,3183.75,3191.13,3198.58,3206.11,3213.69,3221.29,3228.87,3236.42,3243.98,3251.68,3259.73,3268.39,3277.99,3288.88,3301.63,3316.95,3334.55,3352.11,3367.68,3381.34,3393.85,3406.4,3420.36,3437.17,3457.18,3478.35,3498.88,3519.74,3542.03,3567.49,3601.97,3645,3677.17,3701.47,3728.1,3772.77,3869.59,3955.5,4046.38,4259.04
39.71428571,2352.7,2481.39,2558.67,2594.15,2617.53,2636.22,2650.41,2664.05,2682.36,2703.86,2724.93,2744.48,2761.86,2777.33,2792.04,2807.39,2824.64,2844.02,2864.67,2885.45,2904.28,2919.6,2931.62,2941.23,2949.21,2956.14,2962.48,2968.56,2974.68,2980.99,2987.6,2994.59,3001.92,3009.58,3017.44,3025.45,3033.52,3041.63,3049.83,3058.2,3066.77,3075.45,3084.07,3092.43,3100.36,3107.84,3114.89,3121.67,3128.32,3135.48,3142.73,3149.96,3157.2,3164.48,3171.79,3179.14,3186.55,3194.04,3201.6,3208.89,3216.18,3223.55,3231,3238.5,3246.01,3253.48,3260.87,3268.24,3275.73,3283.57,3292.06,3301.55,3312.44,3325.35,3341.08,3359.31,3377.51,3393.55,3407.5,3420.19,3432.95,3447.25,3464.64,3485.48,3507.48,3528.68,3550.19,3573.27,3599.77,3636.04,3681.64,3715.28,3739.97,3766.49,3811.84,3914.14,4004.79,4099.76,4319.15
39.85714286,2380.72,2512.69,2591.78,2626.17,2648,2665.33,2677.7,2689.84,2707.56,2728.98,2750.08,2769.7,2787.12,2802.58,2817.32,2832.83,2850.49,2870.49,2891.87,2913.36,2932.73,2948.32,2960.34,2969.78,2977.44,2984,2989.97,2995.73,3001.58,3007.69,3014.16,3021.09,3028.42,3036.11,3044.02,3052.07,3060.16,3068.28,3076.49,3084.87,3093.46,3102.19,3110.84,3119.22,3127.13,3134.54,3141.48,3148.11,3154.6,3161.65,3168.8,3175.92,3183.05,3190.22,3197.42,3204.68,3212,3219.39,3226.87,3234.06,3241.27,3248.56,3255.92,3263.34,3270.75,3278.09,3285.32,3292.49,3299.76,3307.39,3315.69,3325.06,3335.95,3349.02,3365.17,3384.05,3402.91,3419.42,3433.66,3446.55,3459.52,3474.18,3492.17,3513.86,3536.72,3558.61,3580.8,3604.71,3632.28,3670.42,3718.66,3753.85,3778.94,3805.35,3851.39,3959.37,4054.97,4154.21,4380.55
40,2409.04,2544.36,2625.32,2658.58,2678.81,2694.73,2705.19,2715.79,2732.91,2754.24,2775.36,2795.06,2812.51,2827.96,2842.74,2858.42,2876.48,2897.12,2919.25,2941.49,2961.41,2977.27,2989.29,2998.53,3005.88,3012.05,3017.63,3023.05,3028.62,3034.53,3040.86,3047.73,3055.05,3062.78,3070.73,3078.82,3086.94,3095.07,3103.27,3111.67,3120.29,3129.05,3137.75,3146.15,3154.02,3161.36,3168.18,3174.67,3181,3187.93,3194.96,3201.97,3208.99,3216.05,3223.14,3230.29,3237.51,3244.82,3252.2,3259.29,3266.4,3273.6,3280.89,3288.21,3295.52,3302.73,3309.79,3316.76,3323.8,3331.2,3339.31,3348.56,3359.43,3372.67,3389.25,3408.78,3428.31,3445.32,3459.86,3472.95,3486.14,3501.16,3519.78,3542.34,3566.09,3588.69,3611.58,3636.34,3665.03,3705.09,3756.09,3792.87,3818.39,3844.68,3891.41,4005.27,4106.02,4209.73,4443.23
