gestational day,q0.01,q0.02,q0.03,q0.04,q0.05,q0.06,q0.07,q0.08,q0.09,q0.1,q0.11,q0.12,q0.13,q0.14,q0.15,q0.16,q0.17,q0.18,q0.19,q0.2,q0.21,q0.22,q0.23,q0.24,q0.25,q0.26,q0.27,q0.28,q0.29,q0.3,q0.31,q0.32,q0.33,q0.34,q0.35,q0.36,q0.37,q0.38,q0.39,q0.4,q0.41,q0.42,q0.43,q0.44,q0.45,q0.46,q0.47,q0.48,q0.49,q0.5,q0.51,q0.52,q0.53,q0.54,q0.55,q0.56,q0.57,q0.58,q0.59,q0.6,q0.61,q0.62,q0.63,q0.64,q0.65,q0.66,q0.67,q0.68,q0.69,q0.7,q0.71,q0.72,q0.73,q0.74,q0.75,q0.76,q0.77,q0.78,q0.79,q0.8,q0.81,q0.82,q0.83,q0.84,q0.85,q0.86,q0.87,q0.88,q0.89,q0.9,q0.91,q0.92,q0.93,q0.94,q0.95,q0.96,q0.97,q0.98,q0.99
32.42857143,1237.09,1321.89,1373.1,1406.98,1441.3,1469.05,1489.38,1506.37,1522.61,1537.84,1550.99,1562.64,1573.67,1584.42,1594.74,1604.28,1613,1621.19,1629.1,1636.8,1644.14,1650.95,1657.2,1663,1668.54,1673.96,1679.36,1684.79,1690.28,1695.82,1701.38,1706.95,1712.52,1718.13,1723.76,1729.42,1735.08,1740.72,1746.29,1751.79,1757.21,1762.57,1767.88,1773.16,1778.38,1783.54,1788.63,1793.67,1798.67,1803.81,1808.98,1814.15,1819.32,1824.5,1829.68,1834.9,1840.17,1845.5,1850.88,1856.06,1861.29,1866.65,1872.13,1877.76,1883.53,1889.44,1895.49,1901.65,1907.92,1914.28,1920.75,1927.32,1933.98,1940.77,1947.74,1955.03,1962.68,1970.69,1978.97,1987.5,1996.19,2004.99,2013.97,2023.31,2033.12,2043.38,2054.03,2065.11,2076.62,2088.45,2100.74,2114.04,2129.46,2148.64,2173.41,2206.99,2243.97,2289.24,2373.5
32.57142857,1253.07,1337.54,1389.05,1423.49,1458.27,1486.64,1507.46,1524.83,1541.46,1557.01,1570.43,1582.35,1593.66,1604.7,1615.28,1625.08,1634.04,1642.43,1650.53,1658.4,1665.88,1672.8,1679.14,1685.03,1690.64,1696.14,1701.61,1707.12,1712.71,1718.35,1724.02,1729.7,1735.39,1741.1,1746.85,1752.61,1758.38,1764.1,1769.76,1775.35,1780.87,1786.32,1791.74,1797.11,1802.44,1807.72,1812.92,1818.07,1823.18,1828.43,1833.7,1838.97,1844.24,1849.53,1854.81,1860.13,1865.49,1870.9,1876.37,1881.65,1886.97,1892.42,1897.99,1903.7,1909.55,1915.54,1921.66,1927.88,1934.2,1940.61,1947.11,1953.71,1960.4,1967.22,1974.24,1981.6,1989.33,1997.43,2005.85,2014.53,2023.41,2032.43,2041.63,2051.18,2061.19,2071.67,2082.58,2093.97,2105.79,2117.96,2130.68,2144.52,2160.44,2179.93,2204.95,2238.93,2276.57,2323.03,2408.32
32.71428571,1269.28,1353.31,1405.08,1440.06,1475.27,1504.26,1525.56,1543.33,1560.36,1576.25,1589.95,1602.15,1613.75,1625.07,1635.92,1645.98,1655.16,1663.76,1672.05,1680.08,1687.7,1694.74,1701.18,1707.16,1712.86,1718.43,1723.99,1729.6,1735.28,1741.03,1746.81,1752.6,1758.41,1764.24,1770.1,1775.97,1781.83,1787.64,1793.39,1799.07,1804.68,1810.23,1815.75,1821.23,1826.67,1832.06,1837.38,1842.64,1847.86,1853.21,1858.6,1863.97,1869.35,1874.73,1880.11,1885.53,1890.98,1896.48,1902.04,1907.42,1912.83,1918.36,1924.02,1929.81,1935.73,1941.8,1947.98,1954.27,1960.64,1967.08,1973.61,1980.23,1986.95,1993.8,2000.87,2008.28,2016.09,2024.28,2032.82,2041.66,2050.74,2059.97,2069.38,2079.14,2089.36,2100.05,2111.24,2122.94,2135.09,2147.62,2160.81,2175.23,2191.67,2211.48,2236.73,2271.1,2309.45,2357.24,2443.58
32.85714286,1285.72,1369.22,1421.18,1456.72,1492.33,1521.91,1543.72,1561.89,1579.34,1595.57,1609.55,1622.04,1633.94,1645.54,1656.67,1666.97,1676.39,1685.19,1693.66,1701.86,1709.62,1716.77,1723.32,1729.4,1735.19,1740.85,1746.5,1752.21,1758.01,1763.86,1769.75,1775.67,1781.59,1787.54,1793.51,1799.48,1805.43,1811.34,1817.17,1822.93,1828.63,1834.29,1839.91,1845.5,1851.05,1856.56,1862,1867.38,1872.7,1878.17,1883.66,1889.14,1894.62,1900.11,1905.59,1911.1,1916.65,1922.24,1927.88,1933.36,1938.86,1944.47,1950.21,1956.08,1962.08,1968.21,1974.46,1980.8,1987.21,1993.69,2000.25,2006.89,2013.63,2020.5,2027.61,2035.08,2042.97,2051.24,2059.89,2068.88,2078.16,2087.6,2097.23,2107.19,2117.61,2128.53,2139.99,2152.02,2164.51,2177.41,2191.1,2206.13,2223.12,2243.25,2268.72,2303.47,2342.58,2391.79,2479.2
33,1302.4,1385.27,1437.39,1473.48,1509.46,1539.63,1561.95,1580.53,1598.41,1614.99,1629.25,1642.04,1654.25,1666.12,1677.51,1688.07,1697.71,1706.71,1715.37,1723.72,1731.62,1738.9,1745.56,1751.74,1757.63,1763.39,1769.15,1774.97,1780.87,1786.85,1792.85,1798.88,1804.93,1811,1817.08,1823.15,1829.2,1835.18,1841.1,1846.95,1852.74,1858.49,1864.22,1869.92,1875.59,1881.21,1886.77,1892.27,1897.71,1903.28,1908.89,1914.48,1920.06,1925.65,1931.24,1936.85,1942.48,1948.16,1953.89,1959.46,1965.05,1970.75,1976.56,1982.5,1988.58,1994.78,2001.09,2007.48,2013.94,2020.45,2027.03,2033.69,2040.44,2047.34,2054.49,2062.01,2069.96,2078.31,2087.06,2096.21,2105.67,2115.33,2125.17,2135.34,2145.95,2157.09,2168.83,2181.2,2194.04,2207.33,2221.52,2237.19,2254.75,2275.21,2300.89,2335.99,2375.89,2426.62,2515.11
33.14285714,1319.31,1401.48,1453.73,1490.37,1526.7,1557.42,1580.26,1599.27,1617.58,1634.51,1649.07,1662.16,1674.67,1686.82,1698.48,1709.28,1719.14,1728.34,1737.17,1745.69,1753.72,1761.12,1767.9,1774.2,1780.2,1786.07,1791.94,1797.87,1803.89,1809.98,1816.1,1822.25,1828.42,1834.61,1840.8,1846.97,1853.11,1859.18,1865.17,1871.11,1876.99,1882.84,1888.67,1894.48,1900.27,1906.01,1911.7,1917.31,1922.86,1928.55,1934.27,1939.97,1945.66,1951.35,1957.05,1962.75,1968.48,1974.24,1980.05,1985.72,1991.4,1997.18,2003.07,2009.08,2015.23,2021.5,2027.87,2034.31,2040.8,2047.34,2053.94,2060.62,2067.39,2074.31,2081.49,2089.07,2097.07,2105.5,2114.35,2123.64,2133.29,2143.16,2153.21,2163.57,2174.38,2185.73,2197.76,2210.46,2223.65,2237.34,2252.05,2268.38,2286.52,2307.31,2333.19,2368.61,2409.33,2461.63,2551.22
33.28571429,1336.46,1417.87,1470.2,1507.39,1544.05,1575.32,1598.67,1618.12,1636.87,1654.16,1669.01,1682.41,1695.22,1707.65,1719.56,1730.61,1740.68,1750.08,1759.08,1767.75,1775.91,1783.44,1790.34,1796.76,1802.88,1808.87,1814.86,1820.91,1827.05,1833.26,1839.51,1845.78,1852.06,1858.37,1864.67,1870.94,1877.16,1883.31,1889.39,1895.41,1901.38,1907.33,1913.26,1919.19,1925.09,1930.96,1936.77,1942.5,1948.17,1953.97,1959.8,1965.61,1971.41,1977.21,1983.01,1988.81,1994.62,2000.47,2006.37,2012.13,2017.9,2023.76,2029.72,2035.81,2042.02,2048.36,2054.78,2061.27,2067.8,2074.37,2080.99,2087.68,2094.47,2101.41,2108.63,2116.25,2124.31,2132.8,2141.75,2151.18,2161.02,2171.09,2181.34,2191.89,2202.88,2214.45,2226.76,2239.8,2253.34,2267.42,2282.66,2299.66,2318.39,2339.5,2365.58,2401.31,2442.84,2496.75,2587.46
33.42857143,1353.86,1434.46,1486.84,1524.57,1561.54,1593.33,1617.21,1637.11,1656.3,1673.95,1689.09,1702.8,1715.92,1728.61,1740.78,1752.06,1762.34,1771.93,1781.1,1789.91,1798.21,1805.86,1812.9,1819.45,1825.69,1831.81,1837.92,1844.1,1850.37,1856.7,1863.06,1869.45,1875.86,1882.28,1888.68,1895.05,1901.36,1907.59,1913.75,1919.84,1925.9,1931.95,1937.99,1944.03,1950.05,1956.04,1961.97,1967.83,1973.62,1979.53,1985.47,1991.4,1997.3,2003.2,2009.11,2015,2020.91,2026.85,2032.82,2038.68,2044.54,2050.47,2056.51,2062.67,2068.95,2075.35,2081.83,2088.37,2094.94,2101.53,2108.18,2114.88,2121.69,2128.65,2135.91,2143.57,2151.68,2160.23,2169.28,2178.84,2188.85,2199.11,2209.56,2220.3,2231.46,2243.24,2255.82,2269.2,2283.09,2297.56,2313.33,2330.98,2350.31,2371.74,2398.01,2434.01,2476.35,2531.88,2623.73
33.57142857,1371.49,1451.26,1503.67,1541.94,1579.19,1611.5,1635.9,1656.26,1675.89,1693.88,1709.32,1723.34,1736.76,1749.71,1762.13,1773.64,1784.13,1793.89,1803.23,1812.18,1820.61,1828.39,1835.56,1842.25,1848.63,1854.88,1861.12,1867.44,1873.83,1880.28,1886.77,1893.28,1899.8,1906.34,1912.84,1919.31,1925.7,1932,1938.24,1944.41,1950.56,1956.7,1962.85,1969,1975.14,1981.25,1987.31,1993.3,1999.2,2005.22,2011.28,2017.31,2023.33,2029.34,2035.35,2041.34,2047.34,2053.36,2059.42,2065.37,2071.32,2077.33,2083.44,2089.66,2096.01,2102.48,2109.02,2115.6,2122.21,2128.83,2135.5,2142.23,2149.05,2156.04,2163.33,2171.03,2179.18,2187.8,2196.92,2206.61,2216.79,2227.24,2237.87,2248.78,2260.12,2272.09,2284.95,2298.65,2312.89,2327.74,2344.01,2362.32,2382.23,2403.98,2430.45,2466.68,2509.8,2566.94,2659.93
33.71428571,1389.37,1468.3,1520.71,1559.51,1597.04,1629.82,1654.76,1675.58,1695.65,1713.99,1729.72,1744.05,1757.77,1770.98,1783.62,1795.35,1806.04,1815.98,1825.47,1834.56,1843.12,1851.04,1858.34,1865.17,1871.69,1878.09,1884.47,1890.92,1897.44,1904.02,1910.62,1917.25,1923.89,1930.54,1937.15,1943.7,1950.17,1956.55,1962.86,1969.12,1975.35,1981.59,1987.84,1994.1,2000.36,2006.59,2012.78,2018.89,2024.9,2031.04,2037.21,2043.36,2049.49,2055.59,2061.72,2067.8,2073.89,2080,2086.14,2092.19,2098.22,2104.31,2110.49,2116.78,2123.2,2129.73,2136.32,2142.96,2149.6,2156.26,2162.96,2169.71,2176.55,2183.57,2190.9,2198.64,2206.83,2215.49,2224.7,2234.51,2244.85,2255.48,2266.28,2277.35,2288.84,2301.01,2314.12,2328.15,2342.7,2357.92,2374.69,2393.63,2414.11,2436.18,2462.83,2499.27,2543.13,2601.83,2695.97
33.85714286,1407.49,1485.6,1537.99,1577.31,1615.1,1648.34,1673.81,1695.1,1715.61,1734.29,1750.3,1764.94,1778.95,1792.4,1805.28,1817.21,1828.09,1838.19,1847.83,1857.06,1865.74,1873.79,1881.24,1888.22,1894.89,1901.43,1907.96,1914.55,1921.21,1927.91,1934.63,1941.38,1948.13,1954.88,1961.58,1968.22,1974.77,1981.23,1987.61,1993.94,2000.26,2006.6,2012.95,2019.32,2025.69,2032.05,2038.36,2044.59,2050.73,2056.98,2063.27,2069.52,2075.76,2081.97,2088.2,2094.38,2100.56,2106.76,2112.98,2119.12,2125.24,2131.41,2137.66,2144.02,2150.51,2157.1,2163.75,2170.44,2177.13,2183.83,2190.55,2197.33,2204.2,2211.26,2218.62,2226.39,2234.62,2243.33,2252.62,2262.54,2273.03,2283.82,2294.79,2306,2317.63,2329.98,2343.34,2357.66,2372.53,2388.1,2405.32,2424.86,2445.89,2468.27,2495.12,2531.71,2576.25,2636.43,2731.74
34,1425.86,1503.17,1555.53,1595.37,1633.4,1667.08,1693.08,1714.85,1735.78,1754.79,1771.09,1786.03,1800.31,1814.01,1827.09,1839.23,1850.28,1860.54,1870.32,1879.67,1888.48,1896.67,1904.26,1911.39,1918.23,1924.92,1931.61,1938.34,1945.13,1951.95,1958.79,1965.65,1972.51,1979.35,1986.15,1992.87,1999.5,2006.03,2012.48,2018.89,2025.3,2031.72,2038.18,2044.65,2051.14,2057.62,2064.05,2070.41,2076.66,2083.03,2089.43,2095.8,2102.14,2108.46,2114.79,2121.07,2127.34,2133.62,2139.93,2146.17,2152.37,2158.61,2164.93,2171.37,2177.92,2184.58,2191.29,2198.04,2204.78,2211.52,2218.28,2225.1,2232,2239.1,2246.49,2254.3,2262.56,2271.32,2280.67,2290.7,2301.33,2312.27,2323.38,2334.73,2346.49,2359,2372.6,2387.19,2402.35,2418.23,2435.87,2455.97,2477.52,2500.21,2527.25,2563.96,2609.1,2670.66,2767.13
34.14285714,1444.47,1521.03,1573.35,1613.7,1651.97,1686.07,1712.59,1734.85,1756.19,1775.52,1792.1,1807.32,1821.88,1835.8,1849.09,1861.41,1872.62,1883.03,1892.94,1902.42,1911.35,1919.66,1927.41,1934.7,1941.7,1948.56,1955.4,1962.28,1969.2,1976.15,1983.1,1990.06,1997.03,2003.97,2010.85,2017.65,2024.35,2030.95,2037.47,2043.96,2050.45,2056.97,2063.52,2070.1,2076.7,2083.3,2089.85,2096.33,2102.7,2109.18,2115.69,2122.17,2128.62,2135.04,2141.48,2147.85,2154.22,2160.59,2166.98,2173.31,2179.6,2185.92,2192.32,2198.82,2205.44,2212.16,2218.95,2225.75,2232.55,2239.34,2246.15,2253.01,2259.96,2267.1,2274.53,2282.38,2290.67,2299.46,2308.88,2319.01,2329.76,2340.84,2352.07,2363.53,2375.41,2388.07,2401.88,2416.72,2432.13,2448.3,2466.31,2486.92,2508.94,2531.94,2559.18,2595.95,2641.6,2704.38,2802.03
34.28571429,1463.34,1539.22,1591.49,1632.33,1670.84,1705.32,1732.38,1755.12,1776.87,1796.5,1813.35,1828.84,1843.66,1857.79,1871.27,1883.76,1895.13,1905.67,1915.7,1925.29,1934.34,1942.79,1950.69,1958.15,1965.32,1972.34,1979.34,1986.37,1993.43,2000.5,2007.56,2014.63,2021.68,2028.71,2035.68,2042.55,2049.32,2055.98,2062.58,2069.15,2075.72,2082.32,2088.97,2095.65,2102.36,2109.07,2115.74,2122.34,2128.83,2135.42,2142.04,2148.63,2155.19,2161.71,2168.26,2174.73,2181.19,2187.65,2194.12,2200.55,2206.93,2213.32,2219.79,2226.36,2233.06,2239.85,2246.7,2253.57,2260.43,2267.29,2274.16,2281.07,2288.07,2295.26,2302.74,2310.62,2318.94,2327.77,2337.25,2347.46,2358.32,2369.52,2380.86,2392.41,2404.39,2417.18,2431.18,2446.24,2461.87,2478.28,2496.6,2517.64,2540.11,2563.39,2590.85,2627.62,2673.67,2737.5,2836.33
34.42857143,1482.45,1557.74,1609.98,1651.3,1690.04,1724.87,1752.47,1775.69,1797.82,1817.74,1834.85,1850.61,1865.66,1879.99,1893.64,1906.29,1917.8,1928.46,1938.6,1948.3,1957.47,1966.05,1974.1,1981.73,1989.08,1996.28,2003.45,2010.63,2017.82,2025,2032.17,2039.33,2046.48,2053.58,2060.62,2067.56,2074.4,2081.13,2087.8,2094.44,2101.09,2107.78,2114.52,2121.3,2128.11,2134.94,2141.73,2148.44,2155.04,2161.75,2168.48,2175.17,2181.84,2188.47,2195.12,2201.68,2208.24,2214.78,2221.34,2227.86,2234.33,2240.81,2247.35,2254,2260.76,2267.63,2274.55,2281.5,2288.43,2295.36,2302.3,2309.28,2316.35,2323.6,2331.13,2339.04,2347.38,2356.25,2365.78,2376.07,2387.02,2398.32,2409.75,2421.37,2433.42,2446.33,2460.48,2475.73,2491.55,2508.14,2526.7,2548.1,2570.94,2594.51,2622.19,2658.92,2705.22,2769.88,2869.89
34.57142857,1501.82,1576.63,1628.83,1670.62,1709.59,1744.75,1772.88,1796.59,1819.08,1839.27,1856.62,1872.63,1887.9,1902.42,1916.22,1929.01,1940.64,1951.41,1961.65,1971.45,1980.74,1989.46,1997.66,2005.46,2012.99,2020.37,2027.71,2035.04,2042.36,2049.66,2056.93,2064.18,2071.4,2078.58,2085.68,2092.69,2099.58,2106.38,2113.12,2119.84,2126.57,2133.34,2140.17,2147.04,2153.96,2160.89,2167.79,2174.62,2181.34,2188.15,2194.98,2201.79,2208.55,2215.29,2222.04,2228.71,2235.35,2241.99,2248.63,2255.25,2261.81,2268.37,2274.99,2281.71,2288.55,2295.49,2302.5,2309.52,2316.54,2323.56,2330.58,2337.64,2344.79,2352.1,2359.69,2367.63,2376.01,2384.91,2394.48,2404.84,2415.87,2427.24,2438.73,2450.4,2462.51,2475.5,2489.79,2505.18,2521.14,2537.86,2556.58,2578.26,2601.41,2625.25,2653.17,2689.79,2736.19,2801.44,2902.64
34.71428571,1521.44,1595.88,1648.06,1690.3,1729.5,1764.96,1793.61,1817.81,1840.63,1861.07,1878.66,1894.9,1910.38,1925.06,1939,1951.92,1963.66,1974.52,1984.85,1994.74,2004.14,2013,2021.36,2029.34,2037.05,2044.62,2052.12,2059.61,2067.06,2074.47,2081.83,2089.16,2096.45,2103.69,2110.86,2117.92,2124.87,2131.74,2138.55,2145.34,2152.14,2159,2165.91,2172.87,2179.88,2186.91,2193.93,2200.87,2207.7,2214.61,2221.55,2228.46,2235.33,2242.17,2249.03,2255.79,2262.53,2269.26,2275.99,2282.7,2289.35,2295.99,2302.69,2309.49,2316.41,2323.43,2330.52,2337.64,2344.75,2351.86,2358.98,2366.13,2373.37,2380.77,2388.41,2396.4,2404.8,2413.72,2423.34,2433.75,2444.84,2456.27,2467.8,2479.5,2491.64,2504.71,2519.1,2534.6,2550.64,2567.45,2586.25,2608.11,2631.51,2655.62,2683.8,2720.25,2766.61,2832.22,2934.6
34.85714286,1541.31,1615.5,1667.66,1710.35,1749.77,1785.49,1814.65,1839.34,1862.47,1883.15,1900.96,1917.41,1933.08,1947.91,1961.98,1975,1986.83,1997.78,2008.19,2018.17,2027.68,2036.67,2045.19,2053.35,2061.26,2069.01,2076.69,2084.32,2091.91,2099.42,2106.87,2114.27,2121.63,2128.92,2136.13,2143.25,2150.26,2157.19,2164.07,2170.93,2177.81,2184.75,2191.73,2198.78,2205.89,2213.01,2220.13,2227.19,2234.12,2241.14,2248.18,2255.19,2262.17,2269.1,2276.06,2282.92,2289.75,2296.57,2303.4,2310.21,2316.94,2323.67,2330.44,2337.32,2344.32,2351.43,2358.61,2365.82,2373.04,2380.26,2387.49,2394.75,2402.09,2409.57,2417.29,2425.31,2433.73,2442.69,2452.35,2462.81,2473.94,2485.4,2496.95,2508.66,2520.82,2533.94,2548.41,2563.97,2580.07,2596.91,2615.73,2637.69,2661.28,2685.64,2714.09,2750.34,2796.53,2862.27,2965.86
35,1561.42,1635.48,1687.64,1730.75,1770.39,1806.35,1836.01,1861.16,1884.59,1905.48,1923.51,1940.16,1955.99,1970.96,1985.13,1998.25,2010.17,2021.19,2031.67,2041.74,2051.36,2060.49,2069.17,2077.51,2085.6,2093.55,2101.4,2109.18,2116.89,2124.5,2132.04,2139.5,2146.91,2154.25,2161.51,2168.67,2175.74,2182.73,2189.67,2196.61,2203.57,2210.58,2217.64,2224.77,2231.96,2239.18,2246.4,2253.56,2260.6,2267.72,2274.86,2281.97,2289.05,2296.08,2303.14,2310.09,2317.02,2323.94,2330.85,2337.75,2344.58,2351.39,2358.24,2365.2,2372.28,2379.48,2386.75,2394.07,2401.4,2408.74,2416.08,2423.46,2430.91,2438.5,2446.28,2454.35,2462.8,2471.79,2481.49,2491.98,2503.14,2514.62,2526.17,2537.87,2550.03,2563.2,2577.71,2593.3,2609.43,2626.26,2645.03,2667.03,2690.75,2715.35,2744.09,2780.1,2826.01,2891.68,2996.5
35.14285714,1581.79,1655.82,1708,1751.51,1791.36,1827.51,1857.66,1883.28,1906.98,1928.06,1946.29,1963.12,1979.11,1994.2,2008.47,2021.66,2033.66,2044.74,2055.28,2065.44,2075.17,2084.44,2093.28,2101.8,2110.09,2118.22,2126.24,2134.18,2142,2149.72,2157.32,2164.85,2172.31,2179.69,2186.98,2194.18,2201.3,2208.35,2215.36,2222.37,2229.41,2236.48,2243.62,2250.83,2258.1,2265.41,2272.72,2279.99,2287.13,2294.35,2301.59,2308.79,2315.96,2323.1,2330.25,2337.3,2344.32,2351.33,2358.33,2365.33,2372.24,2379.14,2386.07,2393.11,2400.28,2407.56,2414.94,2422.36,2429.81,2437.27,2444.75,2452.26,2459.83,2467.52,2475.39,2483.5,2491.99,2501.01,2510.73,2521.26,2532.44,2543.92,2555.45,2567.12,2579.28,2592.46,2607,2622.6,2638.72,2655.5,2674.18,2696.14,2719.94,2744.77,2773.81,2809.57,2855.11,2920.53,3026.61
35.28571429,1602.4,1676.52,1728.74,1772.62,1812.67,1848.99,1879.61,1905.67,1929.62,1950.87,1969.3,1986.3,2002.42,2017.62,2031.97,2045.23,2057.29,2068.43,2079.04,2089.28,2099.12,2108.52,2117.52,2126.23,2134.71,2143.03,2151.22,2159.3,2167.24,2175.05,2182.73,2190.3,2197.8,2205.21,2212.54,2219.78,2226.94,2234.05,2241.13,2248.21,2255.32,2262.47,2269.67,2276.95,2284.3,2291.69,2299.1,2306.46,2313.7,2321.01,2328.35,2335.65,2342.91,2350.14,2357.39,2364.53,2371.64,2378.74,2385.84,2392.92,2399.93,2406.9,2413.93,2421.05,2428.29,2435.67,2443.14,2450.68,2458.26,2465.85,2473.47,2481.11,2488.82,2496.63,2504.58,2512.75,2521.27,2530.32,2540.08,2550.62,2561.81,2573.27,2584.77,2596.4,2608.55,2621.75,2636.29,2651.87,2667.95,2684.66,2703.2,2725.05,2748.89,2773.94,2803.3,2838.81,2883.89,2948.9,3056.27
35.42857143,1623.25,1697.58,1749.85,1794.1,1834.32,1870.77,1901.84,1928.33,1952.5,1973.91,1992.51,2009.67,2025.92,2041.21,2055.62,2068.95,2081.05,2092.24,2102.91,2113.24,2123.19,2132.73,2141.9,2150.78,2159.46,2167.97,2176.33,2184.55,2192.6,2200.49,2208.23,2215.86,2223.38,2230.82,2238.17,2245.45,2252.66,2259.82,2266.97,2274.12,2281.29,2288.51,2295.79,2303.13,2310.55,2318.02,2325.52,2332.97,2340.31,2347.71,2355.13,2362.52,2369.88,2377.2,2384.54,2391.77,2398.98,2406.17,2413.36,2420.53,2427.62,2434.68,2441.79,2448.99,2456.32,2463.78,2471.36,2479.02,2486.72,2494.46,2502.22,2510.01,2517.85,2525.79,2533.83,2542.06,2550.62,2559.71,2569.5,2580.06,2591.24,2602.67,2614.13,2625.72,2637.84,2651.04,2665.58,2681.11,2697.12,2713.74,2732.1,2753.81,2777.63,2802.89,2832.58,2867.85,2912.41,2976.88,3085.6
35.57142857,1644.35,1718.99,1771.35,1815.92,1856.31,1892.85,1924.34,1951.24,1975.6,1997.15,2015.93,2033.24,2049.59,2064.96,2079.43,2092.8,2104.95,2116.19,2126.92,2137.33,2147.4,2157.08,2166.41,2175.47,2184.33,2193.03,2201.56,2209.91,2218.07,2226.04,2233.84,2241.5,2249.05,2256.51,2263.88,2271.18,2278.43,2285.66,2292.87,2300.09,2307.33,2314.61,2321.95,2329.36,2336.85,2344.4,2351.97,2359.51,2366.94,2374.43,2381.94,2389.42,2396.86,2404.27,2411.7,2419.02,2426.32,2433.6,2440.87,2448.13,2455.31,2462.45,2469.64,2476.92,2484.34,2491.9,2499.58,2507.35,2515.19,2523.06,2530.98,2538.92,2546.92,2554.98,2563.13,2571.43,2580.04,2589.16,2598.98,2609.55,2620.71,2632.11,2643.52,2655.05,2667.14,2680.34,2694.85,2710.32,2726.25,2742.75,2760.92,2782.44,2806.2,2831.66,2861.7,2896.75,2940.75,3004.56,3114.68
35.71428571,1665.68,1740.76,1793.22,1838.1,1878.64,1915.22,1947.1,1974.39,1998.92,2020.6,2039.54,2056.97,2073.42,2088.86,2103.37,2116.77,2128.97,2140.25,2151.05,2161.55,2171.74,2181.56,2191.05,2200.29,2209.33,2218.21,2226.9,2235.38,2243.64,2251.68,2259.53,2267.22,2274.8,2282.26,2289.65,2296.98,2304.27,2311.55,2318.83,2326.12,2333.42,2340.77,2348.17,2355.64,2363.19,2370.81,2378.46,2386.08,2393.6,2401.17,2408.76,2416.32,2423.85,2431.34,2438.85,2446.27,2453.65,2461.02,2468.38,2475.72,2482.98,2490.21,2497.48,2504.84,2512.34,2519.99,2527.77,2535.66,2543.63,2551.66,2559.73,2567.83,2575.98,2584.18,2592.45,2600.82,2609.49,2618.66,2628.5,2639.08,2650.21,2661.56,2672.91,2684.39,2696.45,2709.64,2724.12,2739.51,2755.35,2771.73,2789.68,2810.97,2834.65,2860.29,2890.69,2925.57,2968.98,3032.04,3143.63
35.85714286,1687.26,1762.88,1815.47,1860.63,1901.28,1937.88,1970.11,1997.76,2022.43,2044.22,2063.31,2080.87,2097.4,2112.89,2127.43,2140.87,2153.1,2164.43,2175.29,2185.89,2196.2,2206.17,2215.82,2225.22,2234.45,2243.5,2252.35,2260.95,2269.3,2277.41,2285.3,2293.02,2300.61,2308.08,2315.48,2322.84,2330.17,2337.5,2344.84,2352.19,2359.56,2366.97,2374.43,2381.95,2389.56,2397.24,2404.96,2412.66,2420.27,2427.91,2435.58,2443.22,2450.83,2458.4,2466,2473.49,2480.96,2488.41,2495.87,2503.29,2510.63,2517.94,2525.28,2532.72,2540.3,2548.04,2555.93,2563.94,2572.05,2580.22,2588.45,2596.72,2605.03,2613.37,2621.76,2630.22,2638.95,2648.17,2658.05,2668.62,2679.72,2691.02,2702.31,2713.73,2725.76,2738.94,2753.38,2768.68,2784.42,2800.67,2818.41,2839.44,2863,2888.82,2919.59,2954.36,2997.18,3059.42,3172.55
36,1709.07,1785.34,1838.1,1883.51,1924.25,1960.82,1993.37,2021.33,2046.12,2068.01,2087.24,2104.91,2121.51,2137.05,2151.61,2165.07,2177.34,2188.71,2199.64,2210.34,2220.79,2230.9,2240.71,2250.28,2259.68,2268.9,2277.89,2286.61,2295.05,2303.21,2311.15,2318.89,2326.48,2333.96,2341.37,2348.74,2356.1,2363.48,2370.89,2378.3,2385.74,2393.21,2400.72,2408.3,2415.96,2423.7,2431.49,2439.26,2446.94,2454.66,2462.39,2470.11,2477.8,2485.45,2493.12,2500.7,2508.25,2515.78,2523.32,2530.82,2538.23,2545.62,2553.04,2560.56,2568.22,2576.05,2584.04,2592.17,2600.41,2608.73,2617.12,2625.55,2634.02,2642.52,2651.03,2659.6,2668.4,2677.68,2687.59,2698.17,2709.23,2720.46,2731.69,2743.06,2755.07,2768.24,2782.64,2797.84,2813.47,2829.6,2847.14,2867.89,2891.31,2917.29,2948.45,2983.18,3025.42,3086.8,3201.56
36.14285714,1731.1,1808.14,1861.11,1906.73,1947.53,1984.03,2016.85,2045.09,2069.98,2091.95,2111.31,2129.08,2145.74,2161.31,2175.89,2189.37,2201.67,2213.1,2224.11,2234.92,2245.5,2255.76,2265.72,2275.46,2285.03,2294.41,2303.53,2312.36,2320.87,2329.08,2337.05,2344.8,2352.4,2359.88,2367.29,2374.68,2382.08,2389.51,2396.97,2404.45,2411.95,2419.47,2427.04,2434.67,2442.39,2450.18,2458.02,2465.85,2473.61,2481.39,2489.2,2496.98,2504.74,2512.47,2520.21,2527.86,2535.49,2543.11,2550.72,2558.3,2565.79,2573.25,2580.75,2588.34,2596.07,2603.99,2612.07,2620.32,2628.69,2637.17,2645.71,2654.31,2662.95,2671.61,2680.25,2688.93,2697.82,2707.16,2717.11,2727.69,2738.7,2749.88,2761.04,2772.37,2784.37,2797.53,2811.89,2826.99,2842.52,2858.54,2875.89,2896.37,2919.61,2945.75,2977.32,3012.08,3053.79,3114.3,3230.79
